+-BORNEOL-DEHYDROGENASE-RXN.c	CPD-1903|CPD-862|NAD|NADH|PROTON
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN.d	1-L-MYO-INOSITOL-1-P|MYO-INOSITOL|Pi|WATER
MYO-INOSITOL-OXYGENASE-RXN.c	MYO-INOSITOL|OXYGEN-MOLECULE|PROTON|WATER
N-ACETYLGLUTPREDUCT-RXN.c	CPD-469|N-ACETYL-GLUTAMYL-P|NADP|NADPH|PROTON|Pi
N-ACETYLGLUTPREDUCT-RXN.d	CPD-469|N-ACETYL-GLUTAMYL-P|NADP|NADPH|PROTON|Pi
N-ACETYLTRANSFER-RXN.c	ACETYL-COA|ACETYL-GLU|CO-A|GLT|PROTON
N-ACETYLTRANSFER-RXN.d	ACETYL-COA|ACETYL-GLU|CO-A|GLT|PROTON
N-ACYLNEURAMINATE-9-PHOSPHATASE-RXN.c	Pi|WATER
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN.c	AMMONIUM|CARBON-DIOXIDE|CPD-597|PROTON|PUTRESCINE|WATER
NACGLCTRANS-RXN.c	PROTON|UDP|UDP-N-ACETYL-D-GLUCOSAMINE
NAD+-ADP-RIBOSYLTRANSFERASE-RXN.c	NAD|NIACINAMIDE|PROTON
NAD-KIN-RXN.c	ADP|ATP|NAD|NADP|PROTON
NAD-SYNTH-GLN-RXN.c	AMP|ATP|DEAMIDO-NAD|GLN|GLT|NAD|PPI|PROTON|WATER
NAD-SYNTH-NH3-RXN.c	AMMONIUM|AMP|ATP|DEAMIDO-NAD|NAD|PPI|PROTON
NADH-DEHYDROG-A-RXN.cdt	PROTON
NADH-DEHYDROG-A-RXN.cm	NAD|NADH|PROTON|Ubiquinols|Ubiquinones
NADH-DEHYDROG-A-RXN.cw	NAD|NADH|PROTON|Ubiquinols|Ubiquinones
NADH-DEHYDROG-RXN.c	NAD|NADH|Ubiquinols|Ubiquinones
NADH-DEHYDROGENASE-RXN.c	Acceptor|Donor-H2|NAD|NADH|PROTON
NADH-DEHYDROGENASE-RXN.m	Acceptor|Donor-H2|NAD|NADH|PROTON
NADH-KINASE-RXN.c	ADP|ATP|NADH|NADPH|PROTON
NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN.c	NADP|NADPH|PROTON
NADPH-DEHYDROGENASE-RXN.c	Acceptor|Donor-H2|NADP|NADPH|PROTON
NADPYROPHOSPHAT-RXN.c	AMP|NAD|NICOTINAMIDE_NUCLEOTIDE|PROTON|WATER
NADPYROPHOSPHAT-RXN.w	AMP|NAD|NICOTINAMIDE_NUCLEOTIDE|PROTON|WATER
NAG1P-URIDYLTRANS-RXN.c	N-ACETYL-D-GLUCOSAMINE-1-P|PPI|PROTON|UDP-N-ACETYL-D-GLUCOSAMINE|UTP
NAPHTHOATE-SYN-RXN.c	CPD-6972|CPD-9925|PROTON|WATER
NARINGENIN-3-DIOXYGENASE-RXN.c	2-KETOGLUTARATE|CARBON-DIOXIDE|DIHYDROKAEMPFEROL-CMPD|NARINGENIN-CMPD|OXYGEN-MOLECULE|SUC
NARINGENIN-CHALCONE-SYNTHASE-RXN.c	APIGENIN|CARBON-DIOXIDE|CO-A|MALONYL-COA|P-COUMAROYL-COA|PROTON
NICONUCADENYLYLTRAN-RXN.c	ATP|DEAMIDO-NAD|NICOTINATE_NUCLEOTIDE|PPI|PROTON
NICOTINAMID-RXN.c	AMMONIUM|NIACINAMIDE|NIACINE|WATER
NICOTINATE-GLUCOSYLTRANSFERASE-RXN.c	CPD-446|NIACINE|PROTON|UDP|UDP-GLUCOSE
NICOTINATE-N-METHYLTRANSFERASE-RXN.c	ADENOSYL-HOMO-CYS|METHYLNICOTINATE|NIACINE|S-ADENOSYLMETHIONINE
NICOTINATEPRIBOSYLTRANS-RXN.c	ADP|ATP|NIACINE|NICOTINATE_NUCLEOTIDE|PPI|PRPP|Pi|WATER
NITRATE-REDUCTASE-NADH-RXN.c	NAD|NADH|NITRATE|NITRITE|PROTON|WATER
NITRATE-REDUCTASE-NADPH-RXN.c	NADP|NADPH|NITRATE|NITRITE|PROTON|WATER
NITRATE-REDUCTASE-NADPORNOPH-RXN.c	NAD-P-OR-NOP|NADH-P-OR-NOP|NITRATE|NITRITE|PROTON|WATER
NITRATREDUCT-RXN.c	Acceptor|Donor-H2|NITRATE|NITRITE|WATER
NITRIC-OXIDE-REDUCTASE-RXN.c	Cytochromes-C-Oxidized|Cytochromes-C-Reduced|NITRIC-OXIDE|PROTON|WATER
NITRIC-OXIDE-SYNTHASE-RXN.c	ARG|L-CITRULLINE|NADP|NADPH|NITRIC-OXIDE|OXYGEN-MOLECULE|PROTON|WATER
NITRILE-HYDRATASE-RXN.c	Nitriles|WATER
NITRITE-REDUCTASE-CYTOCHROME-RXN.c	Cytochromes-C-Oxidized|Cytochromes-C-Reduced|NITRIC-OXIDE|NITRITE|PROTON|WATER
NMNNUCLEOSID-RXN.c	NIACINAMIDE|NICOTINAMIDE_NUCLEOTIDE|PROTON|RIBOSE-5P|WATER
NQOR-RXN.c	NAD-P-OR-NOP|NADH-P-OR-NOP|PROTON|Quinones|Reduced-Quinones
NQOR-RXN.d	NAD-P-OR-NOP|NADH-P-OR-NOP|PROTON|Quinones|Reduced-Quinones
NUCLEOSIDE-DIP-KIN-RXN.c	ADP|ATP|Nucleoside-Diphosphates|Nucleoside-Triphosphates
NUCLEOSIDE-DIP-KIN-RXN.d	ADP|ATP|Nucleoside-Diphosphates|Nucleoside-Triphosphates
NUCLEOSIDE-DIPHOSPHATASE-RXN.c	Nucleoside-Diphosphates|PROTON|Pi|WATER
NUCLEOSIDE-DIPHOSPHATASE-RXN.l	Nucleoside-Diphosphates|PROTON|Pi|WATER
NUCLEOSIDE-DIPHOSPHATASE-RXN.v	Nucleoside-Diphosphates|PROTON|Pi|WATER
NUCLEOSIDE-TRIPHOSPHATASE-RXN.c	Nucleoside-Diphosphates|Nucleoside-Triphosphates|PROTON|Pi|WATER
NUCLEOSIDE-TRIPHOSPHATASE-RXN.n	Nucleoside-Diphosphates|Nucleoside-Triphosphates|PROTON|Pi|WATER
NUCLEOTIDE-PYROPHOSPHATASE-RXN.c	PROTON|WATER
O-SUCCHOMOSERLYASE-RXN.c	CYS|L-CYSTATHIONINE|PROTON|SUC
O-SUCCINYLBENZOATE-COA-LIG-RXN.c	AMP|ATP|CO-A|CPD-6972|O-SUCCINYLBENZOATE|PPI
O-SUCCINYLBENZOATE-COA-SYN-RXN.c	CPD-9923|O-SUCCINYLBENZOATE|WATER
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN.c	Acceptor|Donor-H2|OXYGEN-MOLECULE|WATER
OHACYL-COA-DEHYDROG-RXN.c	3-KETOACYL-COA|L-3-HYDROXYACYL-COA|NAD|NADH|PROTON
OHBUTYRYL-COA-EPIM-RXN.c	D-3-HYDROXYACYL-COA|L-3-HYDROXYACYL-COA
OHMETHYLBILANESYN-RXN.c	AMMONIUM|HYDROXYMETHYLBILANE|PORPHOBILINOGEN|WATER
OHMETPYRKIN-RXN.c	ADP|AMINO-HYDROXYMETHYL-METHYL-PYR-P|ATP|HMP|PROTON
OHMETPYRKIN-RXN.d	ADP|AMINO-HYDROXYMETHYL-METHYL-PYR-P|ATP|HMP|PROTON
OMEGA-AMIDASE-RXN.c	AMMONIUM|WATER|dicarboxylate
OPPSYN-RXN.c	DELTA3-ISOPENTENYL-PP|PPI|TRANS-POLYISOPRENYL-PP
OPPSYN-RXN.d	DELTA3-ISOPENTENYL-PP|PPI|TRANS-POLYISOPRENYL-PP
OPPSYN-RXN.r	DELTA3-ISOPENTENYL-PP|PPI|TRANS-POLYISOPRENYL-PP
ORNCARBAMTRANSFER-RXN.c	CARBAMOYL-P|L-CITRULLINE|L-ORNITHINE|PROTON|Pi
ORNCARBAMTRANSFER-RXN.m	CARBAMOYL-P|L-CITRULLINE|L-ORNITHINE|PROTON|Pi
ORNDECARBOX-RXN.c	CARBON-DIOXIDE|L-ORNITHINE|PROTON|PUTRESCINE
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN.c	2-Oxo-carboxylates|Amino-Acids-20|L-GLUTAMATE_GAMMA-SEMIALDEHYDE|L-ORNITHINE
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN.m	2-Oxo-carboxylates|Amino-Acids-20|L-GLUTAMATE_GAMMA-SEMIALDEHYDE|L-ORNITHINE
ORNITHINE-CYCLODEAMINASE-RXN.c	AMMONIUM|L-ORNITHINE|PRO
ORNITHINE-GLU-AMINOTRANSFORASE-RXN.c	2-KETOGLUTARATE|GLT|L-GLUTAMATE_GAMMA-SEMIALDEHYDE|L-ORNITHINE
ORNITHINE-GLU-AMINOTRANSFORASE-RXN.m	2-KETOGLUTARATE|GLT|L-GLUTAMATE_GAMMA-SEMIALDEHYDE|L-ORNITHINE
OROPRIBTRANS-RXN.c	OROTATE|OROTIDINE-5-PHOSPHATE|PPI|PRPP
OROTPDECARB-RXN.c	CARBON-DIOXIDE|OROTIDINE-5-PHOSPHATE|PROTON|UMP
OXALATE-OXIDASE-RXN.c	CARBON-DIOXIDE|HYDROGEN-PEROXIDE|OXALATE|OXYGEN-MOLECULE|PROTON
OXALOACETASE-RXN.c	ACET|OXALACETIC_ACID|OXALATE|PROTON|WATER
OXALYL-COA-DECARBOXYLASE-RXN.c	CARBON-DIOXIDE|FORMYL-COA|OXALYL-COA|PROTON
P-PANTOCYSDECARB-RXN.c	CARBON-DIOXIDE|PANTETHEINE-P|PROTON|R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE
P-PANTOCYSLIG-RXN.c	4-P-PANTOTHENATE|CMP|CTP|CYS|PPI|PROTON|R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE
PABASYN-RXN.c	4-AMINO-4-DEOXYCHORISMATE|CHORISMATE|GLN|GLT
PALMITOYL-COA-HYDROLASE-RXN.c	CO-A|PALMITATE|PALMITYL-COA|PROTON|WATER
PANTEPADENYLYLTRAN-RXN.c	ATP|DEPHOSPHO-COA|PANTETHEINE-P|PPI|PROTON
PANTOATE-BETA-ALANINE-LIG-RXN.c	AMP|ATP|B-ALANINE|L-PANTOATE|PANTOTHENATE|PPI|PROTON
PANTOTHENATE-KIN-RXN.c	4-P-PANTOTHENATE|ADP|ATP|PANTOTHENATE|PROTON
PECTINESTERASE-RXN.c	METOH|WATER
PELUDP-RXN.c	PELARGONIDIN-3-GLUCOSIDE-CMPD|PELARGONIDIN-CMPD|UDP|UDP-GLUCOSE
PEPCARBOX-RXN.c	HCO3|OXALACETIC_ACID|PHOSPHO-ENOL-PYRUVATE|Pi
PEPCARBOXYKIN-RXN.c	ADP|ATP|CARBON-DIOXIDE|OXALACETIC_ACID|PHOSPHO-ENOL-PYRUVATE
PEPDEPHOS-RXN.c	ADP|ATP|PHOSPHO-ENOL-PYRUVATE|PROTON|PYRUVATE
PEPDEPHOS-RXN.d	ADP|ATP|PHOSPHO-ENOL-PYRUVATE|PROTON|PYRUVATE
PEPSYNTH-RXN.c	AMP|ATP|PHOSPHO-ENOL-PYRUVATE|PROTON|PYRUVATE|Pi|WATER
PEPTIDE-ALPHA-N-ACETYLTRANSFERASE-RXN.c	ACETYL-COA|CO-A|Peptides
PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN.c	GLYOX
PEPTIDYLGLYCINE-MONOOXYGENASE-RXN.c	ASCORBATE|L-DEHYDRO-ASCORBATE|OXYGEN-MOLECULE|WATER
PERILLYL-ALCOHOL-DEHYDROGENASE-RXN.c	CPD-1084|NAD|NADH|PROTON|Perillyl-Alcohols
PEROXID-RXN.c	HYDROGEN-PEROXIDE|Phenolic-Donors|Phenoxyl-rad-of-phenolic-donors|WATER
PGLUCISOM-RXN.c	FRUCTOSE-6P|GLC-6-P
PGLYCDEHYDROG-RXN.c	3-P-HYDROXYPYRUVATE|G3P|NAD|NADH|PROTON
PGLYCDEHYDROG-RXN.d	3-P-HYDROXYPYRUVATE|G3P|NAD|NADH|PROTON
PGPPHOSPHA-RXN.c	L-1-PHOSPHATIDYL-GLYCEROL|L-1-PHOSPHATIDYL-GLYCEROL-P|Pi|WATER
PHEAMINOTRANS-RXN.c	2-KETOGLUTARATE|GLT|PHE|PHENYL-PYRUVATE
PHENDEHYD-RXN.c	NAD|NADH|PHENYLACETALDEHYDE|PROTON|WATER
PHENOL-BETA-GLUCOSYLTRANSFERASE-RXN.c	PROTON|UDP|UDP-GLUCOSE
PHENYLALANINE--TRNA-LIGASE-RXN.c	AMP|ATP|Charged-PHE-tRNAs|PHE|PHE-tRNAs|PPI|PROTON
PHENYLALANINE--TRNA-LIGASE-RXN.d	AMP|ATP|Charged-PHE-tRNAs|PHE|PHE-tRNAs|PPI|PROTON
PHENYLALANINE-4-MONOOXYGENASE-RXN.c	CPD-5881|OXYGEN-MOLECULE|PHE|TETRA-H-BIOPTERIN|TYR
PHENYLALANINE-AMMONIA-LYASE-RXN.c	AMMONIUM|CPD-674|PHE
PHENYLALANINE-DECARBOXYLASE-RXN.c	CARBON-DIOXIDE|PHE|PHENYLETHYLAMINE|PROTON
PHENYLPYRUVATE-DECARBOXYLASE-RXN.c	CARBON-DIOXIDE|PHENYL-PYRUVATE|PHENYLACETALDEHYDE|PROTON
PHENYLPYRUVATE-TAUTOMERASE-RXN.c	PHENYL-PYRUVATE
PHOSACETYLGLUCOSAMINEMUT-RXN.c	N-ACETYL-D-GLUCOSAMINE-1-P|N-ACETYL-D-GLUCOSAMINE-6-P
PHOSACETYLTRANS-RXN.c	ACETYL-COA|ACETYL-P|CO-A|Pi
PHOSACETYLTRANS-RXN.m	ACETYL-COA|ACETYL-P|CO-A|Pi
PHOSCHOL-RXN.c	CHOLINE|L-PHOSPHATIDATE|PHOSPHATIDYLCHOLINE|PROTON|WATER
PHOSCHOL-RXN.e	CHOLINE|L-PHOSPHATIDATE|PHOSPHATIDYLCHOLINE|PROTON|WATER
PHOSGLYPHOS-RXN.c	ADP|ATP|DPG|G3P
PHOSGLYPHOS-RXN.d	ADP|ATP|DPG|G3P
PHOSMANMUT-RXN.c	MANNOSE-1P|MANNOSE-6P
PHOSMANMUT-RXN.d	MANNOSE-1P|MANNOSE-6P
PHOSNACMURPENTATRANS-RXN.c	UMP
PHOSPHAGLYPSYN-RXN.c	CDPDIACYLGLYCEROL|CMP|GLYCEROL-3P|L-1-PHOSPHATIDYL-GLYCEROL-P|PROTON
PHOSPHAGLYPSYN-RXN.d	CDPDIACYLGLYCEROL|CMP|GLYCEROL-3P|L-1-PHOSPHATIDYL-GLYCEROL-P|PROTON
PHOSPHAGLYPSYN-RXN.m	CDPDIACYLGLYCEROL|CMP|GLYCEROL-3P|L-1-PHOSPHATIDYL-GLYCEROL-P|PROTON
PHOSPHASERDECARB-RXN.c	CARBON-DIOXIDE|L-1-PHOSPHATIDYL-ETHANOLAMINE|L-1-PHOSPHATIDYL-SERINE|PROTON
PHOSPHASERSYN-RXN.c	CDPDIACYLGLYCEROL|CMP|L-1-PHOSPHATIDYL-SERINE|PROTON|SER
PHOSPHATIDATE-PHOSPHATASE-RXN.c	DIACYLGLYCEROL|L-PHOSPHATIDATE|Pi|WATER
PHOSPHATIDATE-PHOSPHATASE-RXN.d	DIACYLGLYCEROL|L-PHOSPHATIDATE|Pi|WATER
PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN.c	1-ACYL-2-OLEOYL-SN-GLYCERO-3-PHOSPHOCHOL|1-ACYL-2-S-12-HYDROXYOLEOYL-SN-GLYCE|NAD|NADH|OXYGEN-MOLECULE|PROTON|WATER
PHOSPHATIDYLCHOLINE-DESATURASE-RXN.c	1-ACYL-2-OLEOYL-SN-GLYCERO-3-PHOSPHOCHOL|NAD|NADH|PROTON
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN.c	CPD-177|L-1-phosphatidyl-inositols|Pi|WATER
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN.g	CPD-177|L-1-phosphatidyl-inositols|Pi|WATER
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN.r	CPD-177|L-1-phosphatidyl-inositols|Pi|WATER
PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN.c	CPD-1108|PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA|Pi|WATER
PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN.g	CPD-1108|PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA|Pi|WATER
PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN.c	PHOSPHO-ENOL-PYRUVATE|PYRUVATE|Pi|WATER
PHOSPHOGLUCMUT-RXN.c	ALPHA-GLC-6-P|GLC-1-P
PHOSPHOGLUCMUT-RXN.d	ALPHA-GLC-6-P|GLC-1-P
PHOSPHOGLYCERATE-PHOSPHATASE-RXN.c	2-PG|GLYCERATE|Pi|WATER
PHOSPHOGLYCERATE-PHOSPHATASE-RXN.w	2-PG|GLYCERATE|Pi|WATER
PHOSPHOLIPASE-A1-RXN.c	2-Acylglycero-Phosphocholines|Fatty-Acids|PHOSPHATIDYLCHOLINE|PROTON|WATER
PHOSPHOLIPASE-A1-RXN.d	2-Acylglycero-Phosphocholines|Fatty-Acids|PHOSPHATIDYLCHOLINE|PROTON|WATER
PHOSPHOLIPASE-A2-RXN.c	2-Lysophosphatidylcholines|Fatty-Acids|PHOSPHATIDYLCHOLINE|PROTON|WATER
PHOSPHOLIPASE-A2-RXN.d	2-Lysophosphatidylcholines|Fatty-Acids|PHOSPHATIDYLCHOLINE|PROTON|WATER
PHOSPHOLIPASE-C-RXN.c	DIACYLGLYCEROL|PHOSPHATIDYLCHOLINE|PHOSPHORYL-CHOLINE|PROTON|WATER
PHOSPHOMEVALONATE-KINASE-RXN.c	ADP|ATP|CPD-499|CPD-641
PHOSPHORIBULOKINASE-RXN.c	ADP|ATP|D-RIBULOSE-15-P2|PROTON|RIBULOSE-5P
PHOSPHORIBULOKINASE-RXN.d	ADP|ATP|D-RIBULOSE-15-P2|PROTON|RIBULOSE-5P
PINOSYLVIN-SYNTHASE-RXN.c	CARBON-DIOXIDE|CINNAMOYL-COA|CO-A|CPD-438|MALONYL-COA|PROTON
PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN.c	CO-A|EE-PIPEROYL-COA|N-EE-PIPEROYL-PIPERIDINE|PIPERIDINE|PROTON
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN.c	Oxidized-Plastocyanins|PLASTOQUINOL-1|PLASTOQUINONE|PROTON|Plastocyanin-Reduced
PMPOXI-RXN.c	AMMONIUM|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PYRIDOXAL_PHOSPHATE|PYRIDOXAMINE-5P|WATER
PNKIN-RXN.c	ADP|ATP|PROTON|PYRIDOXINE|PYRIDOXINE-5P
PNPOXI-RXN.c	HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PYRIDOXAL_PHOSPHATE|PYRIDOXINE-5P
POLYAMINE-OXIDASE-RXN.c	CPD-568|CPD-6082|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|WATER
POLYNUCLEOTIDE-3-PHOSPHATASE-RXN.c	Pi|WATER
POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN.c	ADP|ATP
POLYNUCLEOTIDE-5-PHOSPHATASE-RXN.c	Pi|WATER
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN.c	ATP|PPI
POLYPHOSPHATE-KINASE-RXN.c	ADP|ATP
POLYVINYL-ALCOHOL-OXIDASE-RXN.c	HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PROTON
PORPHOBILSYNTH-RXN.c	5-AMINO-LEVULINATE|PORPHOBILINOGEN|PROTON|WATER
PPENTOMUT-RXN.c	RIBOSE-1P|RIBOSE-5P
PPGPPSYN-RXN.c	GDP|GUANOSINE-5DP-3DP|PPI|PROTON|WATER
PPPGPPHYDRO-RXN.c	GDP-TP|GUANOSINE-5DP-3DP|PROTON|Pi|WATER
PRAISOM-RXN.c	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P|N-5-PHOSPHORIBOSYL-ANTHRANILATE
PRAISOM-RXN.d	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P|N-5-PHOSPHORIBOSYL-ANTHRANILATE
PREPHENATE-TRANSAMINE-RXN.c	2-KETOGLUTARATE|CPD-659|GLT|PREPHENATE
PREPHENATE-TRANSAMINE-RXN.d	2-KETOGLUTARATE|CPD-659|GLT|PREPHENATE
PREPHENATEDEHYDRAT-RXN.c	CARBON-DIOXIDE|PHENYL-PYRUVATE|PREPHENATE|PROTON|WATER
PREPHENATEDEHYDRAT-RXN.d	CARBON-DIOXIDE|PHENYL-PYRUVATE|PREPHENATE|PROTON|WATER
PRIBFAICARPISOM-RXN.c	PHOSPHORIBOSYL-FORMIMINO-AICAR-P|PHOSPHORIBULOSYL-FORMIMINO-AICAR-P
PRODISULFREDUCT-A-RXN.c	GLUTATHIONE|OXIDIZED-GLUTATHIONE|Ox-Glutaredoxins|Red-Glutaredoxins
PROGESTERONE-5-ALPHA-REDUCTASE-RXN.c	CPD-293|NADP|NADPH|PROGESTERONE|PROTON
PROLINE--TRNA-LIGASE-RXN.c	AMP|ATP|Charged-PRO-tRNAs|PPI|PRO|PRO-tRNAs|PROTON
PROLINE--TRNA-LIGASE-RXN.d	AMP|ATP|Charged-PRO-tRNAs|PPI|PRO|PRO-tRNAs|PROTON
PROLINE-MULTI.c	ADP|ATP|GLT|L-GLUTAMATE_GAMMA-SEMIALDEHYDE|NADP|NADPH|PROTON|Pi
PROPCOASYN-RXN.c	ACRYLYL-COA|ETF-Oxidized|ETF-Reduced|PROPIONYL-COA
PROPIONATE--COA-LIGASE-RXN.c	AMP|ATP|CO-A|PPI|PROPIONATE|PROPIONYL-COA
PROSTAGLANDIN-E2-9-REDUCTASE-RXN.c	NADP|NADPH|PROTON
PROTEIN-KINASE-RXN.c	ADP|ATP|PROTON
PROTEIN-KINASE-RXN.e	ADP|ATP|PROTON
PROTEIN-LYSINE-6-OXIDASE-RXN.c	AMMONIUM|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|WATER
PROTEIN-TYROSINE-PHOSPHATASE-RXN.c	Pi|WATER
PROTEIN-TYROSINE-PHOSPHATASE-RXN.d	Pi|WATER
PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN.c	3-5-ADP|PAPS|PROTON
PROTOHEMEFERROCHELAT-RXN.c	FE+2|PROTOHEME|PROTON|PROTOPORPHYRIN_IX
PROTOHEMEFERROCHELAT-RXN.d	FE+2|PROTOHEME|PROTON|PROTOPORPHYRIN_IX
PROTOPORGENOXI-RXN.c	HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PROTOPORPHYRINOGEN|PROTOPORPHYRIN_IX
PROTOPORGENOXI-RXN.d	HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PROTOPORPHYRINOGEN|PROTOPORPHYRIN_IX
PRPPAMIDOTRANS-RXN.c	5-P-BETA-D-RIBOSYL-AMINE|GLN|GLT|PPI|PRPP|WATER
PRPPAMIDOTRANS-RXN.d	5-P-BETA-D-RIBOSYL-AMINE|GLN|GLT|PPI|PRPP|WATER
PRPPSYN-RXN.c	AMP|ATP|PROTON|PRPP|RIBOSE-5P
PRTRANS-RXN.c	ANTHRANILATE|N-5-PHOSPHORIBOSYL-ANTHRANILATE|PPI|PRPP
PRUNASIN-BETA-GLUCOSIDASE-RXN.c	CPD-553|GLC|MANDELONITRILE|WATER
PSERPHOSPHA-RXN.c	PROTON|Pi|WATER
PSERTRANSAM-RXN.c	2-KETOGLUTARATE|3-P-HYDROXYPYRUVATE|3-P-SERINE|GLT
PSERTRANSAM-RXN.d	2-KETOGLUTARATE|3-P-HYDROXYPYRUVATE|3-P-SERINE|GLT
PSERTRANSAMPYR-RXN.c	2-KETOGLUTARATE|3OH-4P-OH-ALPHA-KETOBUTYRATE|4-PHOSPHONOOXY-THREONINE|GLT
PSERTRANSAMPYR-RXN.d	2-KETOGLUTARATE|3OH-4P-OH-ALPHA-KETOBUTYRATE|4-PHOSPHONOOXY-THREONINE|GLT
PSEUDOURIDINE-KINASE-RXN.c	ADP|ATP|PROTON
PSEUDOURIDYLATE-SYNTHASE-RXN.c	RIBOSE-5P|URACIL|WATER
PSII-RXN.c	Light|OXYGEN-MOLECULE|PLASTOQUINOL-1|PLASTOQUINONE|WATER
PURINE-NUCLEOSIDASE-RXN.c	WATER
PUTRESCINE-N-METHYLTRANSFERASE-RXN.c	ADENOSYL-HOMO-CYS|CPD-394|PROTON|PUTRESCINE|S-ADENOSYLMETHIONINE
PUTRESCINE-OXIDASE-RXN.c	4-AMINO-BUTYRALDEHYDE|AMMONIUM|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PUTRESCINE|WATER
PYRAMKIN-RXN.c	ADP|ATP|PROTON|PYRIDOXAMINE|PYRIDOXAMINE-5P
PYRIDOXINE-4-DEHYDROGENASE-RXN.c	NADP|NADPH|PROTON|PYRIDOXAL|PYRIDOXINE
PYRIDOXKIN-RXN.c	ADP|ATP|PROTON|PYRIDOXAL|PYRIDOXAL_PHOSPHATE
PYRIMSYN1-RXN.c	5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE|AMINO-HYDROXYMETHYL-METHYL-PYR-P|CARBON-MONOXIDE|CH33ADO|FORMATE|MET|PROTON|S-ADENOSYLMETHIONINE
PYRIMSYN1-RXN.d	5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE|AMINO-HYDROXYMETHYL-METHYL-PYR-P|CARBON-MONOXIDE|CH33ADO|FORMATE|MET|PROTON|S-ADENOSYLMETHIONINE
PYRIMSYN3-RXN.c	ADP|AMINO-HYDROXYMETHYL-METHYL-PYR-P|AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP|ATP
PYRIMSYN3-RXN.d	ADP|AMINO-HYDROXYMETHYL-METHYL-PYR-P|AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP|ATP
PYRNUTRANSHYDROGEN-RXN.c	NAD|NADH|NADP|NADPH
PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN.c	NAD-P-OR-NOP|NADH-P-OR-NOP|PRO|PROTON
PYRROLINECARBDEHYDROG-RXN.c	GLT|L-DELTA1-PYRROLINE_5-CARBOXYLATE|NAD|NADH|PROTON|WATER
PYRROLINECARBREDUCT-RXN.c	L-DELTA1-PYRROLINE_5-CARBOXYLATE|NAD-P-OR-NOP|NADH-P-OR-NOP|PRO|PROTON
PYRUFLAVREDUCT-RXN.c	ACETYL-COA|CARBON-DIOXIDE|CO-A|Oxidized-ferredoxins|PROTON|PYRUVATE|Reduced-ferredoxins
PYRUVATE-CARBOXYLASE-RXN.c	ADP|ATP|HCO3|OXALACETIC_ACID|PROTON|PYRUVATE|Pi
PYRUVATE-DECARBOXYLASE-RXN.c	2-Oxo-carboxylates|Aldehydes|CARBON-DIOXIDE|PROTON
PYRUVATE-DEHYDROGENASE-NADP+-RXN.c	ACETYL-COA|CARBON-DIOXIDE|CO-A|NADP|NADPH|PYRUVATE
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN.c	AMP|ATP|PHOSPHO-ENOL-PYRUVATE|PPI|PROTON|PYRUVATE|Pi
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN.d	AMP|ATP|PHOSPHO-ENOL-PYRUVATE|PPI|PROTON|PYRUVATE|Pi
PYRUVDEH-RXN.c	ACETYL-COA|CARBON-DIOXIDE|CO-A|NAD|NADH|PYRUVATE
PYRUVFORMLY-RXN.c	ACETYL-COA|CO-A|FORMATE|PYRUVATE
